"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"Christina Blacklaws","2018-9-13","10.1098/rsta.2017.0351","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0351","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0351?download=true","/doi/epdf/10.1098/rsta.2017.0351","The Royal Society Publishing","Algorithms transparency and accountability","algorithms,transparency,accountability,law","algorithms,transparency,accountability,law,algorithmic information theory"
"K. Vorotnikov and M. Kovaleva and Y. Starosvetsky","2018-8-28","10.1098/rsta.2017.0134","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0134","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0134?download=true","/doi/epdf/10.1098/rsta.2017.0134","The Royal Society Publishing","Emergence of non-stationary regimes in one- and two-dimensional models with internal rotators","nonlinear beats,energy localization","nonlinear beats,energy localization,mechanics"
"V. V. Smirnov and L. I. Manevitch","2019-3-25","10.1098/rsta.2018.0382","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0382","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0382?download=true","/doi/epdf/10.1098/rsta.2018.0382","The Royal Society Publishing","Correction to Forced oscillations of the string under conditions of ‘sonic vacuum’","",""
"V. V. Sminrov and L. I. Manevitch","2018-8-28","10.1098/rsta.2017.0135","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0135","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0135?download=true","/doi/epdf/10.1098/rsta.2017.0135","The Royal Society Publishing","Forced oscillations of the string under conditions of ‘sonic vacuum’","nonlinear oscillations,sonic vacuum,instability analysis","nonlinear oscillations,sonic vacuum,instability analysis,mechanics"
"Guillaume James","2018-8-28","10.1098/rsta.2017.0138","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0138","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0138?download=true","/doi/epdf/10.1098/rsta.2017.0138","The Royal Society Publishing","Travelling breathers and solitary waves in strongly nonlinear lattices","travelling breathers,solitary waves,modulation equations,strongly nonlinear lattices,granular chains","travelling breathers,solitary waves,modulation equations,strongly nonlinear lattices,granular chains,differential equations,mechanics,wave motion"
"Rajesh Chaunsali and Eunho Kim and Jinkyu Yang","2018-8-28","10.1098/rsta.2017.0136","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0136","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0136?download=true","/doi/epdf/10.1098/rsta.2017.0136","The Royal Society Publishing","Demonstration of accelerating and decelerating nonlinear impulse waves in functionally graded granular chains","tunable graded system,granular crystal,highly nonlinear waves","tunable graded system,granular crystal,highly nonlinear waves,wave motion"
"Raj Kumar Pal and Federico Bonetto and Luca Dieci and Massimo Ruzzene","2018-8-28","10.1098/rsta.2017.0140","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0140","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0140?download=true","/doi/epdf/10.1098/rsta.2017.0140","The Royal Society Publishing","A study of deformation localization in nonlinear elastic square lattices under compression","nonlinear elastic lattices,localization,instability,folding,large deformations","nonlinear elastic lattices,localization,instability,folding,large deformations,mathematical physics,mechanical engineering,wave motion"
"Alejandro J. Martínez and Mason A. Porter and P. G. Kevrekidis","2018-8-28","10.1098/rsta.2017.0139","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0139","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0139?download=true","/doi/epdf/10.1098/rsta.2017.0139","The Royal Society Publishing","Quasiperiodic granular chains and Hofstadter butterflies","granular chains,nonlinear lattice systems,condensed-matter physics,quasiperiodicity,Hofstadter butterfly,localization","granular chains,nonlinear lattice systems,condensed-matter physics,quasiperiodicity,Hofstadter butterfly,localization,applied mathematics,differential equations,mathematical modelling,mathematical physics,statistical physics,wave motion"
"Vitali F. Nesterenko","2018-8-28","10.1098/rsta.2017.0130","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0130","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0130?download=true","/doi/epdf/10.1098/rsta.2017.0130","The Royal Society Publishing","Waves in strongly nonlinear discrete systems","discrete systems,strongly nonlinear,solitons,shock waves,sonic vacuum","discrete systems,strongly nonlinear,solitons,shock waves,sonic vacuum,mathematical physics,mechanical engineering,wave motion"
"B. Lossouarn and J.-F. Deü and G. Kerschen","2018-8-28","10.1098/rsta.2017.0142","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0142","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0142?download=true","/doi/epdf/10.1098/rsta.2017.0142","The Royal Society Publishing","A fully passive nonlinear piezoelectric vibration absorber","vibration damping,nonlinear absorber,piezoelectric shunt,passive inductor","vibration damping,nonlinear absorber,piezoelectric shunt,passive inductor,electrical engineering,mechanical engineering,mechanics,structural engineering"
"Keivan Asadi and Jun Yu and Hanna Cho","2018-8-28","10.1098/rsta.2017.0141","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0141","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0141?download=true","/doi/epdf/10.1098/rsta.2017.0141","The Royal Society Publishing","Nonlinear couplings and energy transfers in micro- and nano-mechanical resonators intermodal coupling, internal resonance and synchronization","nonlinear resonance,micro/nano-electromechanical systems,internal resonance,synchronization,intermodal coupling,micro/nano-mechanical resonator","nonlinear resonance,micro/nano-electromechanical systems,internal resonance,synchronization,intermodal coupling,micro/nano-mechanical resonator,mechanical engineering,microsystems,nanotechnology"
"Nathan Perchikov and O. V. Gendelman","2018-8-28","10.1098/rsta.2017.0131","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0131","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0131?download=true","/doi/epdf/10.1098/rsta.2017.0131","The Royal Society Publishing","Transient dynamics in strongly nonlinear systems optimization of initial conditions on the resonant manifold","coupled oscillators,vibro-impact potential,action–angle formalism,limiting phase trajectories","coupled oscillators,vibro-impact potential,action–angle formalism,limiting phase trajectories,mechanical engineering,mechanics"
"O. V. Gendelman and A. F. Vakakis","2018-8-28","10.1098/rsta.2017.0129","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0129","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0129?download=true","/doi/epdf/10.1098/rsta.2017.0129","The Royal Society Publishing","Introduction to a topical issue ‘nonlinear energy transfer in dynamical and acoustical Systems'","nonlinear dynamics,wave propagation,targeted energy transfer,solitary waves,breathers,nanostructures","nonlinear dynamics,wave propagation,targeted energy transfer,solitary waves,breathers,nanostructures,acoustics,applied mathematics,mechanical engineering,mechanics,nanotechnology,wave motion"
"Alison Ord and Bruce Hobbs and Greg Dering and Klaus Gessner","2018-8-13","10.1098/rsta.2017.0257","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0257","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0257?download=true","/doi/epdf/10.1098/rsta.2017.0257","The Royal Society Publishing","Nonlinear analysis of natural folds using wavelet transforms and recurrence plots","natural geological fold systems,nonlinear dynamical systems,multifractal geometry,wavelet transform,recurrence quantification,Hurst exponents","natural geological fold systems,nonlinear dynamical systems,multifractal geometry,wavelet transform,recurrence quantification,Hurst exponents,geology"
"Matthew S. Tiscareno and Matthew M. Hedman","2018-8-13","10.1098/rsta.2018.0046","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0046","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0046?download=true","/doi/epdf/10.1098/rsta.2018.0046","The Royal Society Publishing","A review of Morlet wavelet analysis of radial profiles of Saturn's rings","planetary rings,Saturn system,wavelet transform","planetary rings,Saturn system,wavelet transform,solar system"
"Jean Baptiste Tary and Roberto Henry Herrera and Mirko van der Baan","2018-8-13","10.1098/rsta.2017.0254","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0254","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0254?download=true","/doi/epdf/10.1098/rsta.2017.0254","The Royal Society Publishing","Analysis of time-varying signals using continuous wavelet and synchrosqueezed transforms","wavelet transform,synchrosqueezing transform,ConceFT,signal decomposition,spectralanalysis","wavelet transform,synchrosqueezing transform,ConceFT,signal decomposition,spectralanalysis,geophysics"
"Leontios J. Hadjileontiadis","2018-8-13","10.1098/rsta.2017.0249","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0249","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0249?download=true","/doi/epdf/10.1098/rsta.2017.0249","The Royal Society Publishing","Continuous wavelet transform and higher-order spectrum combinatory potentialities in breath sound analysis and electroencephalogram-based pain characterization","continuous wavelet transform,higher-order spectrum,wavelet bispectrum,breathsounds,electroencephalogram,pain characterization","continuous wavelet transform,higher-order spectrum,wavelet bispectrum,breathsounds,electroencephalogram,pain characterization,biomedical engineering"
"Kajetan Dziedziech and Alexander Nowak and Alexander Hasse and Tadeusz Uhl and Wiesław J. Staszewski","2018-8-13","10.1098/rsta.2017.0245","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0245","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0245?download=true","/doi/epdf/10.1098/rsta.2017.0245","The Royal Society Publishing","Wavelet-based analysis of time-variant adaptive structures","wavelets,time-variant systems,adaptive structures,wavelet-based coherence,wavelet-based frequency response function","wavelets,time-variant systems,adaptive structures,wavelet-based coherence,wavelet-based frequency response function,mechanical engineering,structural engineering"
"F. Jurado and S. Lopez","2018-8-13","10.1098/rsta.2017.0248","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0248","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0248?download=true","/doi/epdf/10.1098/rsta.2017.0248","The Royal Society Publishing","A wavelet neural control scheme for a quadrotor unmanned aerial vehicle","backstepping control,Morlet wavelet,quadrotor,recurrent wavelet neural network","backstepping control,Morlet wavelet,quadrotor,recurrent wavelet neural network,artificial intelligence,robotics,systems theory"
"Jisheng Zhao and András Nemes and David Lo Jacono and John Sheridan","2018-8-13","10.1098/rsta.2017.0243","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0243","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0243?download=true","/doi/epdf/10.1098/rsta.2017.0243","The Royal Society Publishing","Branchmode competition in the flow-induced vibration of a square cylinder","flow-induced vibration,fluid–structure interaction,bluff body,wavelet","flow-induced vibration,fluid–structure interaction,bluff body,wavelet,fluid mechanics"
"Mark P. Wachowiak and Renata Wachowiak-Smolíková and Michel J. Johnson and Dean C. Hay and Kevin E. Power and F. Michael Williams-Bell","2018-8-13","10.1098/rsta.2017.0250","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0250","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0250?download=true","/doi/epdf/10.1098/rsta.2017.0250","The Royal Society Publishing","Quantitative feature analysis of continuous analytic wavelet transforms of electrocardiography and electromyography","signal processing,continuous wavelet transform,electromyography,electrocardiography","signal processing,continuous wavelet transform,electromyography,electrocardiography,biomedical engineering,computational mathematics,medical computing"
"J. López-Santiago","2018-8-13","10.1098/rsta.2017.0253","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0253","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0253?download=true","/doi/epdf/10.1098/rsta.2017.0253","The Royal Society Publishing","On the use of wavelets to reveal oscillatory patterns in stellar flare emission","wavelets,Morlet,stellar flares,oscillations,Sun,X-rays","wavelets,Morlet,stellar flares,oscillations,Sun,X-rays,astrophysics,observational astronomy,plasma physics,stars"
"María García and Jesús Poza and David Santamarta and Roberto Romero-Oraá and Roberto Hornero","2018-8-13","10.1098/rsta.2017.0251","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0251","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0251?download=true","/doi/epdf/10.1098/rsta.2017.0251","The Royal Society Publishing","Continuous wavelet transform in the study of the time-scale properties of intracranial pressure in hydrocephalus","hydrocephalus,infusion test,intracranial pressure,continuous wavelet transform","hydrocephalus,infusion test,intracranial pressure,continuous wavelet transform,biomedical engineering"
"Luís Aguiar-Conraria and Maria Joana Soares and Rita Sousa","2018-8-13","10.1098/rsta.2017.0256","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0256","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0256?download=true","/doi/epdf/10.1098/rsta.2017.0256","The Royal Society Publishing","California's carbon market and energy prices a wavelet analysis","multivariate wavelet analysis,partial wavelet gain,partial wavelet coherence,carbonmarket,energy prices,California emission trading scheme","multivariate wavelet analysis,partial wavelet gain,partial wavelet coherence,carbonmarket,energy prices,California emission trading scheme,applied mathematics,energy,mathematical finance"
